x,y,z
-5.0,19.3125,-55.8125
-5.0625,19.5,-56.0
-4.875,19.25,-55.6875
-4.875,19.1875,-55.625
-4.8125,19.25,-55.25
-4.9375,19.0625,-55.0625
-4.9375,18.875,-55.0625
-4.8125,18.875,-54.875
-4.75,18.6875,-54.625
-4.75,18.625,-54.625
-5.0,18.8125,-54.625
-4.875,18.875,-54.4375
-4.9375,18.9375,-54.4375
-4.6875,19.0,-54.5
-4.625,19.0625,-54.5
-4.875,19.0,-54.5625
-4.75,19.0625,-54.5625
-4.75,18.875,-54.5
-4.6875,18.875,-54.625
-4.625,18.9375,-54.6875
-4.5,19.0,-54.8125
-4.6875,19.1875,-54.875
-4.625,19.125,-54.875
-4.375,19.125,-54.9375
-4.5,19.0,-54.875
-4.375,19.0625,-54.9375
-4.4375,19.1875,-54.875
-4.5625,19.125,-54.9375
-4.75,19.0,-54.75
-4.6875,18.75,-54.75
-4.8125,18.9375,-54.875
-5.0,18.8125,-54.875
-4.8125,18.8125,-54.8125
-4.875,18.8125,-54.5625
-5.0625,18.625,-54.5
-5.0625,18.4375,-54.5
-4.8125,18.4375,-54.5625
-4.75,18.625,-54.5
-4.6875,18.5,-54.4375
-4.5625,18.625,-54.4375
-4.75,18.5625,-54.375
-4.5625,18.625,-54.375
-4.375,18.6875,-54.5
-4.5,18.8125,-54.4375
-4.625,18.9375,-54.5625
-4.6875,18.75,-54.625
-4.625,18.5625,-54.5
-4.6875,18.75,-54.375
-4.75,19.125,-54.3125
-4.875,19.0625,-54.4375
-5.0,18.9375,-54.3125
-5.0,19.0625,-54.25
-4.75,18.9375,-54.25
-4.6875,19.0,-54.0625
-5.0,19.1875,-54.125
-4.9375,18.9375,-54.1875
-4.6875,18.625,-54.3125
-4.625,18.8125,-54.375
-4.625,19.0625,-54.4375
-4.25,18.8125,-54.5
-4.5,18.9375,-54.375
-4.25,18.9375,-54.375
-4.1875,18.8125,-54.4375
-4.5,18.8125,-54.4375
-4.8125,18.5625,-54.25
-4.8125,18.4375,-54.125
-5.1875,18.625,-53.9375
-5.0625,18.5,-53.8125
-5.0,18.5,-53.9375
-5.0625,18.5625,-54.0625
-5.125,18.6875,-54.0
-4.875,18.6875,-53.9375
-4.625,18.6875,-54.125
-4.4375,18.625,-54.25
-4.5625,18.75,-54.25
-4.75,18.8125,-54.1875
-4.8125,18.6875,-54.0
-4.875,18.8125,-53.9375
-4.625,18.875,-53.875
-4.6875,19.0,-53.875
-4.9375,19.125,-54.0
-4.875,19.0,-53.9375
-4.75,18.875,-54.0625
-4.6875,18.6875,-54.125
-4.625,18.625,-54.375
-4.75,18.6875,-54.375
-4.75,18.5625,-54.3125
-4.6875,18.5625,-54.4375
-4.375,18.3125,-54.1875
-4.5,18.4375,-54.3125
-4.5,18.5,-54.1875
-4.5,18.75,-54.3125
-4.4375,18.875,-54.3125
-4.3125,19.0625,-54.5
-4.4375,19.125,-54.625
-4.375,18.875,-54.625
-4.375,18.8125,-54.6875
-4.375,18.9375,-54.6875
-4.4375,19.0625,-54.6875
-4.5,18.875,-54.5625
-4.5625,18.8125,-54.5
-4.6875,18.6875,-54.3125
-4.6875,18.625,-54.375
