x,y,z
-0.1176798,0.0784532,10.316595
-0.4707192,0.0392266,10.355823
-0.0392266,0.0392266,9.492837
-0.0392266,0.0784532,10.1989155
-0.0392266,0.19613299,10.081236
-0.1176798,0.0392266,10.120462
0.0392266,0.1569064,10.277369
0.19613299,0.1176798,10.120462
-1.2552512,0.2353596,9.610517
-2.4712758,-0.1176798,10.512729
1.372931,0.1176798,10.591182
2.5889556,-0.35303938,11.885659
4.6679654,-0.4707192,12.121019
0.2353596,-1.1375713,11.6503
-1.9221034,-1.6475172,10.591182
-0.5099458,-1.5690639,13.415497
-1.2944778,-2.4712758,14.3569355
-1.4121575,-1.2552512,13.964669
-2.0790098,-0.0,13.454723
-2.8635418,-0.0392266,13.140911
-3.6480737,-1.0198916,12.630965
-4.001113,-2.7066352,12.9447775
-4.4718323,-4.628739,13.023231
-5.6094036,-5.4132705,11.6110735
-5.76631,-5.88399,10.748088
-5.3348174,-6.1193495,10.8657675
-5.0210047,-6.864655,11.53262
-5.491724,-7.3746004,12.670192
-6.4723887,-7.2176943,12.984004
-7.1784678,-6.590069,12.827098
-8.080679,-5.8447633,12.552511
-8.472945,-5.4132705,12.748645
-8.590625,-5.6878567,12.984004
-9.179024,-5.374044,12.474058
-8.943665,-5.2563643,11.807206
-8.708305,-4.707192,10.591182
-8.943665,-4.1580195,9.649743
-9.139797,-3.1773546,9.061344
-9.68897,-3.4519408,8.159133
-9.610517,-2.9027684,7.0607877
-8.708305,-2.7066352,6.1978025
-7.806093,-2.5889556,5.491724
-7.139241,-2.6281822,4.7464185
-6.7862015,-2.2751427,3.8834333
-6.6292953,-1.8828768,3.334261
-6.4723887,-1.176798,2.941995
-6.7077484,-0.74530536,2.5497289
-7.2961473,-0.3138128,2.941995
-7.7668667,-0.35303938,3.6873002
-7.923773,-0.0,3.6088471
-6.9038815,0.6668522,1.9221034
-6.1978025,1.2944778,1.176798
-5.7270837,1.6475172,0.35303938
-5.9232163,2.0790098,-0.1569064
-5.76631,2.2751427,0.19613299
-6.00167,2.5889556,1.0591182
-6.5116153,2.745862,1.6867437
-6.668522,2.8635418,1.5690639
-6.550842,3.4911673,0.8237586
-6.5116153,3.8834333,0.6668522
-6.6292953,3.9226599,0.3138128
-6.550842,4.001113,-0.3138128
-6.158576,3.8834333,-0.3138128
-6.00167,2.9027684,-0.3138128
-6.237029,2.3143694,-0.4707192
-6.3939357,1.2160245,-1.4513842
-6.237029,0.70607877,-2.5889556
-6.4723887,0.8629852,-1.8828768
-6.668522,4.785645,2.5105023
-8.747532,8.904438,5.060231
-9.68897,10.277369,5.6094036
-8.747532,8.8652115,4.6679654
-8.747532,7.139241,2.1182363
-8.982891,5.64863,0.8237586
-9.45361,3.334261,0.0392266
-9.649743,2.1182363,-0.3138128
-9.57129,1.8828768,-1.2944778
-10.081236,1.5690639,-1.6082906
-11.140354,1.6475172,-1.7651969
-11.76798,1.8436501,-1.7651969
-12.238699,1.7651969,-1.372931
-11.571847,1.7651969,-0.9414384
-10.904995,1.372931,-0.2745862
-11.218807,0.5491724,0.6668522
-9.963556,-0.4707192,1.7259704
-8.8652115,-0.6276256,1.2552512
-7.256921,-0.588399,0.588399
-5.5309505,-1.2552512,0.8629852
-4.8248715,-1.8436501,3.2950344
-13.297817,0.4707192,1.9221034
-9.80665,1.3337044,-2.1182363
-13.650856,2.1182363,-3.6088471
-12.709418,2.6674087,-1.4121575
-9.610517,0.1569064,2.1182363
-10.002783,-0.35303938,3.412714
-10.669635,-0.2745862,4.4326057
-10.1989155,-0.35303938,5.4524975
-9.649743,-0.0392266,5.374044
-9.45361,0.78453195,4.275699
-5.8055367,1.176798,2.6281822
-7.8453197,-0.0,3.80498
-5.374044,-0.4314926,3.0989013
-3.4519408,-0.6668522,1.8044236
-2.7850885,-0.8629852,2.1966896
-3.3734875,-1.5298374,5.0210047
-6.00167,-2.8635418,13.023231
-16.632078,-2.3143694,9.68897
