x,y,z
-8.9375,-2.0625,-26.25
-8.75,-2.0625,-26.125
-8.9375,-2.125,-26.1875
-9.0,-2.0,-26.4375
-8.75,-2.25,-26.4375
-8.8125,-2.375,-26.375
-8.6875,-2.375,-26.375
-8.75,-2.3125,-26.25
-8.9375,-2.625,-26.3125
-9.125,-2.5,-26.3125
-9.0625,-2.8125,-26.0
-8.875,-3.125,-25.9375
-8.9375,-2.9375,-26.0
-8.6875,-2.6875,-26.1875
-8.75,-2.75,-26.1875
-8.75,-2.625,-26.3125
-8.6875,-2.6875,-26.3125
-8.5,-2.8125,-26.375
-8.5,-2.6875,-26.4375
-8.4375,-2.5,-26.4375
-8.5625,-2.625,-26.375
-8.8125,-2.8125,-26.25
-8.6875,-2.9375,-26.0625
-8.5,-3.0,-26.0
-8.125,-2.9375,-25.875
-7.9375,-2.9375,-25.75
-7.5625,-3.0,-25.625
-7.5,-3.125,-25.4375
-7.1875,-3.0,-25.5
-6.6875,-2.6875,-25.3125
-6.25,-2.4375,-25.25
-5.6875,-2.5,-25.1875
-5.375,-2.5,-25.25
-4.875,-2.4375,-25.25
-3.4375,-2.125,-25.3125
-1.1875,-2.3125,-24.75
0.0,-2.5625,-24.5
1.25,-2.4375,-24.125
2.75,-2.5,-23.875
4.375,-2.3125,-23.25
6.375,-2.25,-22.75
8.375,-2.4375,-22.0
10.375,-2.3125,-21.125
12.25,-2.375,-20.375
14.375,-2.25,-19.3125
16.6875,-2.3125,-18.0625
18.8125,-2.3125,-16.6875
21.25,-2.625,-15.0625
23.5625,-3.0,-13.375
25.9375,-3.375,-11.5625
28.25,-4.0,-9.6875
30.4375,-4.25,-7.9375
32.0,-4.6875,-6.375
33.125,-4.875,-5.375
33.8125,-4.875,-4.8125
34.0625,-4.875,-4.875
33.4375,-4.9375,-5.375
32.4375,-4.4375,-6.25
30.9375,-4.25,-7.5
29.125,-4.125,-9.0
27.3125,-4.125,-10.75
25.25,-4.5625,-12.125
23.0625,-5.1875,-13.375
21.125,-5.6875,-14.1875
19.4375,-6.375,-14.875
17.6875,-7.4375,-15.4375
16.0625,-8.5,-16.0
14.5625,-9.625,-16.5625
13.0625,-10.5625,-16.75
11.5,-11.1875,-17.0625
10.0,-12.125,-17.1875
8.1875,-13.3125,-17.5625
6.25,-14.0625,-18.0
4.3125,-14.875,-18.3125
2.625,-15.5625,-18.5
0.75,-16.0,-18.5
-1.125,-16.4375,-18.5625
-2.875,-16.875,-18.6875
-4.5,-17.1875,-18.75
-6.0,-17.375,-18.8125
-7.375,-17.5,-18.25
-8.5,-17.8125,-18.25
-9.75,-18.0625,-18.125
-10.5625,-18.625,-18.0
-11.375,-19.375,-17.75
-11.75,-20.125,-17.375
-12.25,-20.75,-17.1875
-12.5,-21.0625,-17.0
-12.5625,-21.8125,-17.0625
-12.6875,-22.3125,-16.75
-12.625,-22.75,-16.5
-12.875,-22.8125,-16.375
-13.1875,-23.0,-16.375
-13.5625,-23.0,-16.25
-14.0,-23.125,-16.1875
-14.3125,-23.625,-15.9375
-14.75,-23.875,-15.8125
-15.0625,-24.1875,-15.625
-15.625,-24.5,-15.5
-16.125,-25.1875,-15.4375
-16.1875,-25.625,-15.125
-16.6875,-26.1875,-15.0625
-16.875,-26.625,-14.75
-17.1875,-26.875,-14.625
-17.25,-27.0,-14.5
-17.75,-26.9375,-14.375
-17.8125,-26.8125,-14.125
-17.8125,-26.75,-13.9375
-18.125,-26.5625,-14.1875
-18.0625,-26.3125,-14.375
-18.125,-26.0625,-14.5
-18.25,-25.625,-14.6875
-18.5625,-25.375,-14.625
-18.5625,-25.3125,-14.625
-18.75,-25.25,-14.8125
-18.75,-25.0625,-14.6875
-18.75,-24.8125,-14.625
-19.0625,-24.625,-14.5
-18.875,-24.375,-14.5
-18.9375,-24.0,-14.5
-18.875,-24.0,-14.75
-18.8125,-23.75,-15.0
-18.625,-23.375,-15.125
-18.6875,-22.875,-15.1875
-18.5625,-22.8125,-15.1875
-18.25,-22.5,-15.1875
-18.375,-22.375,-15.375
-18.0625,-22.1875,-15.3125
-18.0,-21.75,-15.4375
-17.9375,-21.6875,-15.375
-18.0,-21.5,-15.5
-18.1875,-21.375,-15.75
-18.1875,-20.875,-16.0
-18.25,-20.75,-15.9375
-18.125,-20.625,-16.125
-18.1875,-20.8125,-16.3125
-18.125,-20.75,-16.375
-18.0625,-20.625,-16.5625
-17.9375,-20.5,-16.625
-17.8125,-20.5,-16.625
-17.875,-20.6875,-16.75
-17.625,-20.625,-16.875
-17.6875,-20.5,-17.1875
-17.75,-20.4375,-17.1875
-17.6875,-20.25,-17.0625
-17.5625,-20.3125,-17.0
-17.5,-20.375,-17.125
-17.4375,-20.25,-17.0625
-17.625,-20.25,-17.0625
-17.4375,-20.3125,-16.6875
-17.4375,-20.0,-16.375
-17.3125,-20.0,-16.5
-17.5625,-20.0,-16.6875
-17.875,-19.875,-16.75
-18.0,-19.75,-16.625
-18.125,-19.75,-16.75
-18.3125,-19.625,-16.75
-18.75,-19.5,-16.9375
-18.875,-19.4375,-17.0625
-19.25,-19.5,-17.125
-19.375,-19.375,-17.0625
-19.25,-19.125,-17.125
-19.4375,-18.9375,-17.25
-19.25,-18.5625,-17.3125
-18.9375,-18.375,-17.6875
