x,y,z
9.8125,-8.6875,-59.4375
9.9375,-8.75,-59.5
10.125,-8.8125,-59.5625
10.1875,-8.625,-59.5625
10.125,-8.5,-59.4375
10.125,-8.4375,-59.5
10.0625,-8.3125,-59.5
10.0,-8.125,-59.5
10.0625,-8.0625,-59.4375
10.0625,-7.9375,-59.375
9.8125,-7.875,-59.3125
9.875,-7.875,-59.375
9.875,-7.9375,-59.3125
9.6875,-8.0,-59.125
9.5,-8.0625,-59.1875
9.3125,-8.125,-59.25
9.3125,-8.0625,-59.375
9.25,-8.3125,-59.375
9.375,-8.4375,-59.375
9.4375,-8.5625,-59.1875
9.375,-8.5625,-59.375
9.4375,-8.4375,-59.5
9.625,-8.3125,-59.625
9.875,-8.25,-59.625
9.875,-8.4375,-59.5
9.625,-8.25,-59.375
9.625,-8.125,-59.375
9.5625,-8.25,-59.4375
9.8125,-8.125,-59.3125
9.8125,-8.3125,-59.4375
9.6875,-8.3125,-59.3125
9.625,-8.375,-59.375
9.625,-8.125,-59.3125
9.6875,-8.1875,-59.25
9.625,-8.1875,-58.9375
9.5625,-8.0,-59.0
9.4375,-8.125,-59.0625
9.375,-8.25,-58.8125
9.5625,-8.375,-58.9375
9.4375,-8.5625,-58.8125
9.5,-8.8125,-58.8125
9.6875,-8.875,-59.0
9.6875,-8.9375,-59.25
9.5625,-8.8125,-59.375
9.5625,-8.75,-59.25
9.6875,-8.375,-59.25
9.6875,-8.375,-59.1875
9.75,-8.0,-59.375
9.75,-7.625,-59.5
9.5,-7.625,-59.375
9.5625,-7.5625,-59.375
9.5625,-7.5,-59.25
9.5625,-7.5,-59.4375
9.375,-7.6875,-59.375
9.375,-7.5625,-59.4375
9.375,-7.6875,-59.25
9.375,-7.875,-59.3125
9.4375,-7.8125,-59.5
9.5,-7.75,-59.5625
9.625,-7.625,-59.3125
9.625,-7.5625,-59.25
9.6875,-7.625,-59.125
9.75,-7.5,-59.0
9.8125,-7.6875,-58.9375
9.875,-7.875,-58.6875
9.875,-8.0,-58.4375
9.625,-8.1875,-58.4375
9.75,-8.375,-58.5625
9.875,-8.5,-58.625
9.9375,-8.25,-58.8125
9.6875,-8.5,-59.0625
9.4375,-8.4375,-59.3125
9.25,-8.25,-59.25
9.25,-8.1875,-59.0625
9.0,-8.3125,-59.125
8.5625,-8.1875,-58.9375
8.5,-8.25,-58.875
8.3125,-8.25,-58.9375
8.1875,-8.375,-59.0
8.1875,-8.1875,-59.0625
8.0625,-8.3125,-59.3125
7.9375,-8.25,-59.5
7.9375,-8.25,-59.5625
8.0625,-8.375,-59.625
8.1875,-8.5,-59.6875
8.375,-8.5625,-59.375
8.3125,-8.375,-59.1875
8.375,-8.5625,-59.1875
8.4375,-8.5,-59.125
8.625,-8.625,-59.125
8.9375,-8.75,-59.25
9.0,-8.625,-59.25
8.9375,-8.6875,-59.1875
8.9375,-8.625,-59.5
8.9375,-8.5625,-59.6875
9.0,-8.375,-59.5
9.25,-8.375,-59.4375
9.0,-8.375,-59.5
8.75,-8.5625,-59.4375
8.625,-8.75,-59.5625
8.25,-8.6875,-59.4375
7.875,-8.8125,-59.625
7.625,-8.9375,-59.625
7.3125,-8.9375,-59.8125
7.0625,-8.9375,-60.1875
6.875,-9.0,-60.3125
6.5625,-8.6875,-60.4375
6.375,-8.4375,-60.5
6.125,-8.375,-60.8125
6.125,-8.1875,-60.625
6.3125,-8.0625,-60.75
6.0625,-8.0625,-60.5625
5.9375,-8.25,-60.375
6.0,-8.25,-60.1875
6.0,-8.5,-60.1875
6.0625,-8.5625,-60.4375
6.1875,-8.8125,-60.3125
6.375,-8.875,-60.375
6.25,-8.6875,-60.1875
6.4375,-8.5625,-60.3125
6.5625,-8.0625,-60.375
6.5,-7.5625,-60.5
6.25,-6.75,-60.375
5.5625,-5.9375,-60.3125
4.75,-4.8125,-60.1875
3.9375,-3.875,-60.0625
3.3125,-2.9375,-59.6875
2.875,-2.0625,-59.5625
2.5625,-1.1875,-59.4375
2.6875,-0.1875,-59.125
3.25,1.0,-58.875
4.1875,2.0,-58.5
5.8125,3.1875,-58.4375
7.875,4.125,-58.1875
10.1875,5.3125,-58.125
